what,kind,bundleId,bundleVersion,description,time
java.vm.version,sysinfo,,,"22.1-b02",1349577870748
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349577871256
started,bundle,com.android.ide.eclipse.traceview,20.0.3.v201208082019-427395,"com.android.ide.eclipse.traceview",1349577871781
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349577880088
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349577898463
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349577898517
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349577898521
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349577901158
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349577907215
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349577924687
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1349577924781
closed,view,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.internal.introview",1349577924802
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1349577926170
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1349577926175
closed,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1349577926182
activated,view,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1349577927242
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1349577927274
closed,view,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1349577927278
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349577950050
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349578021608
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.newWizard",1349578021611
